CHANGE_ID,REPORT_DATE,DATE_CLOSED,REPORTER,REQUEST,TABLES_AFFECTED,CODES_AFFECTED,COMMENT,ACTION
2008.09,9/18/2008,9/24/2008,Cristian Balint: Gea Cart SRL,Include diacritic character in (Romania VertCRS) name,,,See GN7-1.,Advised correspondent.
2008.091,9/23/2008,9/24/2008,OGP,Correct area for tfms 15844 and 15865,Coordinate Operation,15844 15865,"In change request 2008.062, the area associated with tfms 15844 and 15865 was changed from 1198 given in v6.16 to 2423. This change was intended to take place in v6.17 but was postponed; in v6.17 these tfms were incorrectly associated with area 1182.","For tfms 15844 and 15865, in Registry v6.17.1 and Access v6.18, changed area code from 1182 to 2423."
2008.092,9/24/2008,9/24/2008,OGP,Add Ghana derived tfm,,,,"Added tfm 15495. For tfm 8571, added cross-referencing remarks."
2008.093,9/24/2008,11/11/2008,OGP,Check use of EPSG alias and abbreviation,Coordinate Reference System,Numerous,GN7-1 naming system rules to be reviewed.,"Added naming system 7317. For all CRSs, reviewed EPSG aliases and abbreviations for appropriate use, where necessary changing the naming system allocated or adding an abbreviation."
2008.094,10/23/2008,11/1/2008,Samer Joudi; Dubai Roads & Transport Authority,Add UAE Dubai DLTM,,,,"Added proj 19839 and projCRS 3997. For area 3531, in area of use corrected spelling of municipality."
2008.095,11/7/2008,11/7/2008,OGP,Correct and amend Oman names,Coordinate Reference System,3439-40 4134 5724-25,,"For CRS 5725, deleted ""1993"" from name, added abbreviation. For CRS 5724, changed name and alias, in remarks deleted vertical and relaced it with height. For CRS 4134, changed name and alias. For CRSs 4134, 3439 and 3440, in remarks added ""in 1993""."
2008.097,11/10/2008,2/10/2009,OGP,Add EGM2008.,Coordinate Operation Method; Coordinate Operation; Coordinate Reference System,9661; 10084 15781; 5773 5798,See also change request 2009.008.,"Added datum 1027, CRS 3855, coord op method 1025, tfm 3858-59. For CRSs 5773 and 5798, in remarks added 'height' to target tfm name. For tfm 10084, added information source, in remarks added remarks regarding replacement and added 'height' to target tfm name. For method 9661, added remarks."
2008.098,11/10/2008,2/18/2010,Zamfir Pop; Fugro,Correct DMS parameter value display,,,"No error in raw data storage, but values for new parameters if in sexagesimal degrees were being incorrectly decoded for display in registry.","Corrected in Access only in v6.18, corrected in registry and Access in v7.4.1."
2008.099,11/12/2008,11/12/2008,OGP,Version 6.18 release.,,,Released as Access and SQL only - registry to follow.,
2008.1,11/18/2008,11/23/2008,"Matt Amos, LINZ",Add New Zealand NZCS2000 and Antarctica Ross Sea data,,,,"Added areas 3592-93, proj 17964 and 17966, projCRSs 3851-52. For area 3558, changed bounding box western limit from 150ºE to 145ºE."
2008.101,11/19/2008,11/23/2008,Geonovum,Add EVRF2007,,,,"Added area 3594, datum 5215, CRSs 5621 and 7423. For datum 5129 and CRSs 5730 and 7409, added cross-referencing remarks regarding replacement."
2008.102,11/19/2008,12/3/2008,Kazushige Kawase; GSI,Add Japan transformation,,,,Added tfms 15483-84.
2008.103,11/17/2008,11/23/2008,Pierre Zakia; agipkco,Add coordinate operation method accuracy,,,Data model does not provide for this.,Advised correspondent.
2008.104,11/17/2008,11/23/2008,Pierre Zakia; agipkco,Increase resolution of geographic coordinates in formulae example,,,Not necessary. The resolution of 3 decimal places of a second equates to 3cm.,Advised correspondent.
2008.105,11/17/2008,11/23/2008,Pierre Zakia; agipkco,"In registry search, allow search by list of codes.",,,There is no longer any meaning to codes and this utility will become increasingly less useful.,Advised correspondent.
2008.106,11/20/2008,11/23/2008,Urs Marti; Swiss Federal Office of Topography,"Add Switzerland transformation, amend proj names",Coordinate Operation Method; Coordinate Operation,9814; 19841 19922-23 19950,,"Added tfm 15486. For method 9814, added additional remarks. For proj 19922, 19923 and 19950, amended name and made old name an alias. For proj 19841, amended name and made old name an alias, amended remarks."
2008.107,11/23/2008,11/23/2008,OGP,Add Brazil tfm,Coordinate Operation,1877,,"Added tfm 15485. For tfm 1877, added remarks regarding initials in version."
2008.108,11/23/2008,11/23/2008,OGP,Add Taiwan tfm,,,,Added tfm 15487.
2008.109,11/24/2008,6/2/2009,John Maurer; NSIDC,Add polar projCRSs,Coordinate Reference System,3408-13,,"Added CRSs 3973-76. For CRSs 3408-13, added cross-rerefencing remarks. For proj 3897 changed area code from 1996 to 3475. For proj 3898 changed area code from 1997 to 3474. For projCRSs 3411 and 3413 changed area code from 3476 to 1996. For projCRS 3412 changed area code from 3473 to 1997."
2008.111,11/27/2008,2/10/2009,Patric Jansson; Stockholm City,Add Sweden County ST74,Coordinate Operation; Coordinate Reference System,19876; 3152,,"Added area 3608, proj 3853 and projCRS 3854. For proj 19876 and projCRS 3152, add remarks regarding replacement."
2008.113,12/6/2008,2/10/2009,Charles Clancy; Chevron,Problem with forms in Access 2007,,,See 2008.089.,Advised correspondent.
2008.114,12/11/2008,2/10/2009,OGP,Revisit spherical mercator used for some web mapping applications,Ellipsoid; Datum; Coordinate Operation Method; Coordinate Operation; Coordinate Reference System,7059; 6055; 9841; 15973 19847; 4055 3785,See change request 2008.016.,"Deprecated ellipsoid 7059, datum 6055, method 9841, projection 19847, CRSs 4055 and 3785, tfm 15973. Added methods 1024 and 1026, proj 3856 and projCRS 3857."
2008.115,12/12/2008,1/20/2009,OGP,Version 6.18.1 registry interim release.,,,Interim data release - registry only.,Change requests 2008.100 through 2008.108.
2009.001,1/21/2009,2/10/2009,OGP,Version 6.18.1 registry interim release.,,,Interim data release - registry only.,Registry software v1.2.0 installed.
2009.002,1/21/2009,2/10/2009,Mike Postle-Hacon; RPS,Correct Venezuela area of use.,Area,1694,,"For area 1694, in area of use description corrected 72°E to 72°W."
2009.003,1/21/2009,6/2/2009,Mike Postle-Hacon; RPS,Add Iraq data,Area; Datum; Coordinate Reference System; Coordinate Operation,2806 3390; 5149 6743; 4743 3391-93 5751; 1993 15872,,"Added area 3625, naming system 1024, datums 1028-29, geodetic CRSs 3887-89, projCRSs 3890-93, vertCRS 3886, tfm 3894. For area 3390 amended name (inserted missing space), description and SE bounding box limits. Deprecated area 2806. For datum 6743, added coordinates to origin description, removed ""Polservice"" from name and added previous name as an alias. For CRSs 4743 and 3391-93 and tfm 15872, removed ""Polservice"" from name and added previous name as an alias. For tfm 1993, harmonised name and variant by changing variant part of name from (1) to (4). For vertical datum 5149 and CRS 5751, changed area code from 2806 to 3390, added Iraqi alias and added remarks for Iraq."
2009.004,1/26/2009,6/2/2009,OGP,Clarify conic projection standard parallel order,Coordinate Operation Parameter,8823-24,"GN7-2 states ""where the order of the standard parallels is not material if using the formulas which follow"".","For parameters 8823-24, revised description to clarify that for EPSG formulas it is not necessary for a specific standard parallel to be nearest to a pole."
2009.005,1/26/2009,2/10/2009,Ole P Hobberstad; Fugro,Add Brazil transformation.,,,Already in dataset: see change request 2008.107.,Advised correspondent.
2009.006,2/4/2009,2/10/2009,John Hockaday; Geoscience Australia,Fix carriage returns in registry GML export,,,GML produced from the registry is valid XML and an XML reader/editor should handle it.,Advised correspondent.
2009.007,2/4/2009,2/10/2009,OGP,Clarify parameters defining origin for spherical projections.,Coordinate Operation Parameter; Coordinate Operation Method; Coordinate Operation; Coordinate Reference System,8828-29; 9821; 19867-68 19965; 2163 3408-09,These changes have the effect of renaming the first two projection parameters. Sphere is considered to be a degenerate ellipsoid so does not need special parameters. Parameter values and method formulas are unchanged.,"Deprecated tfm parameters 8828-29, tfm 9821 and proj 19867-68 and 19965. Added replacement tfm 1027, proj 3897-99. For projCRSs 2163 and 3408-09, changed related projection from 19965, 19867 and 19868 respectively to 3899, 3897 and 3898 respectively."
2009.008,2/9/2009,2/18/2010,OGP,Update remarks in EGM84 tfm 15781 and Germany tfm 1674. Update 1674 supersession trail.,Coordinate Operation,1674 15781,Incomplete actions from change requests 2009.014 and 2008.097. Requires registry software upgrade.,"For tfm 15781, in remarks corrected name of tfm 10084 by inserting ""height"". For tfm 1674, in remarks changed code for 2001 replacement from 1175 to 1775."
2009.009,2/10/2009,2/10/2009,OGP,Version 6.18.2 Access interim release,,,Access db only. Data unchanged from v6.18 release.,Change requests 2008.089 and 2008.113.
2009.01,2/10/2009,2/10/2009,OGP,Version 6.18.3 registry interim release,,,Registry only.,"Change requests 2008.035, 2008.089, 2008.097, 2008.111, 2008.113, 2008.114, 2009.001, 2009.002, 2009.005, 2009.006 and 2009.007."
2009.011,2/10/2009,6/2/2009,Dior Siteke; SDG,Correct and add DR Congo data,Area; Datum; Coordinate Reference System; Coordinate Operation,3147; 6695; 3314-15; 17401-02,Rejected tfm for Kinshasa area from Reclus report as source CRS uncertain.,"Added areas 3609-14, 3617-24 and 3626-28; datum 1033, CRSs 4039-40, 4046, 4048-51and 4056-63; tfms 4064-68. Deprecated proj 17401-02 and projCRSs 3314-15, added replacements proj 3980-84, projCRSs 3985-89. For area 3147, amended north bounding latitude and west bounding longitude. For datum 6695 corrected latitude of datum origin and amended info source."
2009.012,2/19/2009,6/2/2009,Jeff McKenna; Gateway Geomatics,Add Canada Atlas LCC,,,,Added proj 3977 and projCRS 3978-79.
2009.013,2/20/2009,6/2/2009,OGP,Correct Netherlands offshore transformations,Coordinate Operation,1046-47 1050-51 1960 1999,Addition of concatenated tfm moved to change request 2009.030.,Deprecated tfms 1960 and 1999 and added replacements 3904-05. Added tfm 4078. For tfms 1046-47 and 1050-51 added remarks regarding replacement by NAM.
2009.014,2/20/2009,6/2/2009,Jens Luthard; BKG,Update Germany CRS and transformation areas of validity,Area; Coordinate Reference System; Coordinate Operation,2127 2860-62; 3043-45 25833; 1775 1778,See also change request 2009.008.,"Added naming system 1025. For CRS 3043, added Eurogeographics and Germany alternative identifiers. For CRS 3044, added Eurogeographics and Germany alternative identifiers, in scope added reference to Mecklenburg. For CRS 3045, added Eurogeographics and Germany alternative identifiers, in scope added reference to Mecklenburg, in remarks added reference to Brandenburg. For CRS 25833, in remarks removed reference to Brandenburg and added those for ETRF. For area 2127, in description removed reference to Germany [impacts CRS 25833]. For areas 2860-62, changed name and area description.  For tfm 1775, changed area code from 3396 to 1343, added remarks regarding 2009 replacement of tfm 1674 for all former East Germany. For tfm 1778, amended remarks."
2009.015,2/20/2009,6/2/2009,Mikael Rittri; Carmenta AB,Correct use of MGI in former Yugoslavia,Datum; Coordinate Reference System; Coordinate Operation,6312 6805; 4312 4805 2170 3787 31275-77 31279; 1306 1452-53 1465 1535 1620-21 1636-37 1757 1785 1794-95 2181-87 2293 2974 3792 3803-10 8263 8645 15981-92,Different Greenwich values for the Ferro meridian adopted in Austria and former Yugoslavia mean that on transformation of the MGI (Ferro) CRS to Greenwich the MGI (Greenwich) datum and depending CRSs are not applicable to former Yugoslavia.,"Added datums 1031 and 1034, geodetic CRSs 3906 and 4073-75, tfms 4076-77. Deprecated projCRSs 2170, 3787, 31275-77 and 31279 and added replacements 3907-12. Deprecated tfms 1306, 1452-53, 1465, 1535, 1620-21, 1636-37, 1757, 1785, 1794-95, 2181-87, 2293, 2974, 3792, 3803-10, 8263, 8645 and 15981-92 and added replacements 3895-96, 3914-19, 3921-41 and 3951-66. Deprecated tfm 1795 without replacement. For datum 6312 and CRS 4312, changed area of use from Austria and former Yugoslavia to Austria, deleted Croatian and Slovene aliases. For datum 6805, added alias and remarks. For CRS 4805, deleted aliases and added remarks."
2009.016,2/28/2009,6/2/2009,Susana Arciniegas; IGM,Add Ecuador SIRGAS data,,,,"Added area 3638. For CRS 31992, changed area code from 1824 to 3638, added information source and amended remarks. Added tfms 3971 and 3990."
2009.017,3/2/2009,6/2/2009,Mikael Rittri; Carmenta AB,Correct Krovak formula,Coordinate Operation Method,9819,Also updated GN7-2.,"For method 9819, corrected formula for southing, westing, r' and theta'. In example, made typographic corrections."
2009.018,3/20/2009,6/2/2009,Michel Le Page; IRD,Change Morocco projection definition,Coordinate Operation,18131,Projection defined using 1SP method as given in EPSG dataset.,Advised correspondent.
2009.019,3/23/2009,6/2/2009,Estee Ashbridge; Fugro,Check Malaysia Sarawak transformation,Coordinate Operation,1852,,Confirmed that dataset values are correct. Advised correpondent.
2009.02,3/23/2009,6/2/2009,Daniel Widner; VITA,Add US Virginia data,,,,Added proj 3967 and projCRSs 3968-70.
2009.021,3/24/2009,6/2/2009,Luigi Castro Cardeles; OpenGEO,Add Brazil transformation data,Area; Datum; Coordinate Reference System,3356; 6224; 4224,,"Added area 3619, projCRS 4071, tfms 3972 and 4069-70. For area 3356 added Distrito Federal and amended bounding box coordinates. For datum 6224 and CRS 4224, amended remarks to include use in DF."
2009.022,3/31/2009,6/2/2009,Graeme Potter; UKHO,Correct alias for China Hong Kong datum,Datum,5136,,"For datum 5136, changed alias from Admiralty Datum to Admiralty Chart Datum."
2009.023,3/31/2009,6/7/2009,Mikael Rittri; Carmenta AB,Correct Equidistant Cylindrical formula and parameters,Coordinate Operation Method; Coordinate Operation; Coordinate Reference System,1024 1026 1027 9823 9834 9842; 19846 19968; 3786 32663,GN7-2 updated.,"Deprecated methods 9823 and 9842, projections 19846 and 19968 and projCRSs 3786 and 32663; added replacement methods 1028-29, proj 4085-86 and CRS 4087-88, For method 9834, added formula. For methods 1026 and 1027, in formula added comments regarding R. For method 1024, in formula made typographic corrections."
2009.024,4/1/2009,3/1/2010,Lars Engberg; Lantmäteriet (NLS),Correct Sweden axes abbreviations,Coordinate Reference System; Datum,3006-3018; 6619,,"For CRSs 3006-18, changed CS from code 4531 to code 4500. For datum 6619, corrected datum epoch from 1982 to 1999.5 and added remarks. For Areas 2840 and 2842-44, amended description and bounding box limits."
2009.025,4/14/2009,6/2/2009,OGP,Correct DMA tfm for Burundi,Coordinate Operation,1115,"Inspection of parameter values and geographic extent of CRSs suggests that the source CRS should be Arc 1960, not Arc 1950.",Deprecated tfm 1115 and added replacement 3998.
2009.026,4/14/2009,6/2/2009,Pavel Iacovlev; Technical University of Moldova,Add Moldova data,,,,"Added areas 3615-16, datum 1032, proj 3999 and CRSs 4000, 4017, 4023, 4026 and 4037-38. For CRSs 32635-36 added cross-referencing remarks regarding Moldovan usage. For area 1162 amended bounding box W limit to 26.61 and E limit to 30.16. For area 2070, added Moldova to area of use."
2009.027,4/22/2009,3/31/2010,OGP,Add Iraq transformation,,,(Retirement of tfm 15872 in change request 2010.043).,"Added areas 3695, 3701-02, 3704, 3706, 3708-12, 3714-15, 3717-19, 3722-25 and 3728-29, tfms 4072, 5045-47 and 5076-99. For tfm 15872 added replacement remarks. For area 3397 amended name and description."
2009.029,4/25/2009,6/2/2009,David Burrows; ESRI,Prescribe non-overlapping code ranges for entity types.,,,Not accepted. Policy remains that codes are unique within entity type but otherwise are meaningless. Users assign meaning at their own risk. There has been overlap in codes allocated across different entity types for many years.,Advised correspondent.
2009.03,4/26/2009,2/18/2010,OGP,Add Netherlands concatanated tfm,Coordinate Operation,1046-47 1050-51,Carried from change request 2009.013 pending registry software upgrade.,Added tfm 4837. For tfms 1046-47 and 1050-51 added cross reference to code 4837.
2009.031,4/27/2009,3/5/2010,OGP,Add BLM projCRSs for US onshore,Area; Coordinate Operation; Coordinate Reference System,2172-73 2205 2256 3357 3498-3500 3502-06; 15914-17; 32064-67 32164-67,"Postal service and MMS codes have been omitted from the revised descriptions (see change 2009.032). In Area 3357, protraction area extension references omitted. For areas 2205, 2256 and 2173, corrected Sabine Pass and Lloyd Ridge protraction area names.","Added areas 3637 and 3640-42, proj 4101-19 and 4186-87; projCRSs 4217, 4290, 4399-4413, 4418-33, 4438-53 and 4458-59. For Areas 2172-73, 2205 and 2256, amended area description (eliminating MMS codes).  For Area 3357, amended area description and area name. For Areas 3502-06 corrected bounding box latitude values. For proj 15914-17 and projCRSs 32064-67 and 32164-67, changed area of use code (from GoM to Conus + GoM). Deprecated duplicate areas 3482-87, 3490 and 3493; amended CRSs 3706-13 to use replacement rather than deprecated areas. For areas 3498-3500, removed state postal abbreviations."
2009.032,5/8/2009,6/30/2009,OGP,Harmonise state and province abbreviations in area descriptions,,,Agreed that an area text string search using 2-character text code is insufficiently constrained to be useful. Such codes will be omitted from area descriptions. Existing abbreviations will be removed when area records are relevant to a change request.,See remarks.
2009.033,5/14/2009,6/2/2009,Javier Gonzalez-Matesanz; IGN,Add Spain Canary Island data,Area; Datum; Coordinate Reference System; Coordinate Operation,1296 1631 3199; 6728; 4728; 15815,,"Added areas 3629-30, datum 1035, CRSs 4079-83, tfm 4084. For areas 1296 and 3199 changed bounding box limits. For area 1631, deleted Canary Islands from area of use [impacts CRS 23028]. For datum 6728, CRS 4728 and tfm 15815, added ""1984"" to name and created alias with old name, correcting spelling in process."
2009.034,5/15/2009,3/30/2010,Mikael Rittri; Carmenta AB,Rename axes of Antarctica Terre Adelie CRSs,Coordinate Reference System,2985-86,"Changes names of axes from ""1st/2nd local axis"" to ""Easting/Northing"".","Deprecated CS 4492 and added replacement 1025. For CRSs 2985-86, changed CS from 4492 to 1025."
2009.035,5/15/2009,6/2/2009,OGP,Version 7.1 release.,,,"Version 7.1 marks the transition of the master dataset from the Access database to the online Registry. It also marks a change in the version of MS Access in which the database is distributed, from v97 to v2000.",
2009.036,5/16/2009,11/12/2009,Sandro Batista; ESRI Portugal,Add Cape Verde data,,,,"Closed, to be combined with identical request 2009.085."
2009.038,6/2/2009,6/30/2009,Flemming Nissen; KMS,Add Denmark CRSs,,,,"Added areas 3631-32, proj 4089-92, projCRSs 4093-96 and compoundCRSs 4097-4100. For area 2531, corrected spelling of Funen in name and description. For CRSs 2196-98, amended scope and remarks. For CRSs 7418-20, amended scope."
2009.039,6/6/2009,6/7/2009,OGP,Correct name of Spain Canary Island tfm,Coordinate Operation,4084,,"For tfm 4084, corrected name to accord with source and target CRSs."
2009.04,6/7/2009,6/7/2009,OGP,Version 7.1.1 registry interim release.,,,Change requests 2009.023 and 2009.039.,Registry software v1.2.5 loaded.
2009.042,6/20/2009,7/1/2009,OGP,Amend transformation unknown accuracy data.,Coordinate Operation,1469,,"For tfm 1469, amended tfm accuracy value from 999 (unknown) to 15m."
2009.043,6/20/2009,3/30/2010,OGP,Add missing transformation accuracy value,Coordinate Operation,1559,,"For tfm 1559, added tfm accuracy value."
2009.044,6/21/2009,7/29/2009,OGP,Correct/add Guam data,Coordinate Operation; Coordinate Reference System; Datum,1068 1070; 3993 4152 4675 4956-57; 6152,,"Added naming system 1026, proj 4325 and projCRS 4414. For CRS 4152, added Guam-specific aliases and in remarks deleted spurious "" character. For datum 6152, CRSs 4956-57 and tfm 1068 added Guam-specific aliases. For tfm 1070, corrected name to follow EPSG naming convention. For CRSs 4675 and 3993, added remarks regarding replacement. For area 1337, amended area of use description (corrected Virgin Islands text) and bounding box longitudes, added remarks."
2009.045,6/23/2009,7/1/2009,Wilbert Brink; Fugro,Amend North Sea transformation area of use,Area,2342 3284,Impacts transformation 1311.,"For area 2342, in area of use added Netherlands offshore. Deprecated area 3284."
2009.046,6/26/2009,7/1/2009,OGP,Amend Area of Use of Netherlands data,Area; Coordinate Operation,1275; 1044-47 1050-51,,"Amended definition of area ""Netherlands - onshore"" to include near-shore zone. Associated this area with coord. transformations 1044-47 and 1050-51."
2009.047,6/28/2009,6/30/2009,OGP,Correct DR Congo Katanga data,Coordinate Operation; Coordinate Reference System,3980; 3985,,Deprecated proj 3980 and projCRS 3985; added replacements 4416 and 4415.
2009.048,6/30/2009,6/30/2009,OGP,Version 7.1.2 registry interim release.,,,Registry only.,"Released change requests 2009.032, 2009.038 and 2009.047."
2009.049,7/1/2009,7/3/2009,OGP,Version 7.1.3 registry interim release.,,,Also updates registry export files which were unavailable after v7.1.2 interim release.,"Released change requests 2009.042, 2009.045 and 2009.046."
2009.05,7/3/2009,7/3/2009,OGP,Correct Denmark aliases,Coordinate Reference System,4099,,"For CRS 4099, associated naming system with aliases."
2009.051,7/3/2009,7/3/2009,OGP,Correct Hungary/Slovakia CRSs,Coordinate Reference System,3331-32 3842-43,,"Deprecated CRSs 3842-43 and added replacements 4417 and 4434. For CRSs 3331 and 3332, amended codes in cross-referencing remarks."
2009.052,7/3/2009,7/3/2009,OGP,Version 7.1.4 registry interim release.,,,Registry only.,Released change requests 2009.050 and 2009.051.
2009.053,7/3/2009,7/4/2009,OGP,Correct remarks in Hungary/Slovakis CRSs,Coordinate Reference System,3841 4417 4434,,"For CRSs 3841, 4417 and 4434, in remarks corrected name of replaced record."
2009.054,7/3/2009,7/4/2009,OGP,Version 7.1.5 registry interim release.,,,Registry only.,Released change request 2009.053.
2009.055,7/5/2009,7/22/2009,James Rapaport; SeaZone,Remove duplication in UK datum scope,Datum,6277,,"For datum 6277, in scope removed duplicate entries."
2009.056,7/10/2009,7/22/2009,OGP,Correct name of European area,Area,2130,,"For area 2130, in name corrected 0° to 30°E."
2009.057,7/14/2009,7/29/2009,OGP,Check Michigan TM zone boundaries.,Area; Coordinate Operation; Coordinate Reference System,1720-22; 12103; 26803,See change request 2005.240 which these actions override. Changes to area 1720 impacts proj 12101 and projCRS 26801. Changes to area 1721 impacts proj 12102 and projCRS 26802.,"For area 1722, added deprecation trail and replacement 3652. For area 1720, amended area of use and north and south bounding latitudes. For area 1721, amended area of use and north bounding latitude and east bounding longitude. For proj 12103 and projCRS 26803, changed area code from 1723 to 3652."
2009.058,7/17/2009,11/24/2009,Jeff Huber; RoQC DM,Registry Oracle export file has syntax errors in table creates and duplicate keys,,,,Fixed in v1.2.7 release.
2009.059,7/21/2009,7/22/2009,Andrew de Klerk; Quartex,Add South Africa Grid System definitions to Proj.4.,,,"The reason why there is no definition for the South African grid system (or SW African system) is that, unlike the EPSG dataset, Proj.4 currently does not support the South-orientated Transverse Mercator projection method.",Advised correspondent to contact Proj.4 administration.
2009.06,7/21/2009,7/22/2009,OGP,Add missing deprecation trails.,Area,1357 1805,See change request 2008.011.,"For areas 1357 and 1805, added deprecation trails."
2009.061,7/22/2009,7/22/2009,OGP,Version 7.1.6 registry interim release.,,,Registry only.,"Released change requests 2009.055, 2009.056, 2009.059 and 2009.060."
2009.062,7/24/2009,10/29/2009,Andrew de Klerk; Quartex,Add South Africa grids as a standard TM projection,,,"Request rejected. Although the work-around suggested does work in South Africa, it does not work for a general SOTM case where there are non-zero values of FE. OGP recomends implementation of full SOTM method.",Advised correspondent.
2009.063,7/24/2009,7/29/2009,OGP,Correct area records,Area,1194 1253-54 1335 1349 1992 2030 2032 2038 2116 2251 3329,,"For area 1992, in area of use description changed 180° to 180°E. For area 2116, in name changed ""168°E to 168°E"" to ""168°E to 174°E"". For areas 1194, 1253 and 1254, amended bounding box coordinates. For areas 1335 and 2251 amended name, area of use description, bounding box coordinates and added remarks. For areas 2030 and 2032, in area of use description deleted Puerto Rico. For area 2038, in area of use description added Puerto Rico and amended references to Virgin Islands. For area 1349, in area of use description added Puerto Rico and amended references to Virgin Islands. For area 3329, in area of use description added island names."
2009.064,7/26/2009,9/5/2009,OGP,Update Virgin Island data,Area; Coordinate Reference System; Coordinate Operation,1350 1511 3420; 2866 3920 3991-92 26920; 1495 1731 8481 8583,See change requests 2009.044 and  2009.063 for amendments to areas 1337 and 1335 respectively.,"For area 1350, added Puerto Rico and Virgin Islands: amended area of use description and bounding box values [impacts NAD83]. For area 1511, added Puerto Rico and US Virgin Islands: amended name, area of use description and bounding box values [impacts NAD83(NSRS2007)]. For area 3420, added British Virgin Islands: amended area of use description and bounding box values [impacts NAD83 / UTM zone 20]. Added CRS 4437. For CRS 2866, in remarks added replacement cross-reference. For CRSs 3920 and 3991-92 [projCRSs based on Puerto Rico datum], amended area code from 1253, 1194 and 1254 respectively (onshore and offshore) to 3329, 3294 and 3330 respectively (onshore). For CRSs 3920 and 26920, added remarks regarding replacement. Added area 3634. Deprecated tfm 8481 and added replacement 4435. For tfm 8583, changed area code from 1335 to 3634 [removes BVI from NADCON tfms, limits applicability to onshore] and in remarks amended cross-referencing code. For tfms 1495 and 1731, changed area code from 1335 to 2251 [removes BVI from NADCON tfms]."
2009.065,7/29/2009,7/29/2009,OGP,Version 7.1.7 registry interim release.,,,Registry only.,"Released change requests 2009.044, 2009.057 and 2009.063."
2009.067,8/21/2009,9/5/2009,Norm Olsen; Geoquest and Sam Knight; Blue Marble,"Correct US State Plane projection parameters (PA, NY, SD)",Coordinate Operation; Coordinate Reference System,13104 13702; 3454 32018 32029 32134,,"Deprecated proj 13104 and 13702 and projCRSs  3454, 32018 and 32029; added replacement proj 4436 and 4454 and replacement projCRSs 4455-57. For projCRS 32134, in remarks amended CRS code cross reference from 3454 to 4457."
2009.068,9/3/2009,9/5/2009,Jim Dunn; BlueMarble Geographics,Correct US transformation,Coordinate Operation,15930,,Deprecated tfm 15930 and added replacement 4461.
2009.069,9/3/2009,11/12/2009,Luci Knight; Geoscience Australia,Add Australia data,,,,"Added proj 4460 and projCRS 4462. For CRS 3112, added abbreviation and remarks. For proj 17362, added abbreviation and remarks."
2009.07,9/5/2009,9/5/2009,OGP,Version 7.1.8 registry interim release.,,,Registry only.,"Released change requests 2009.064, 2009.067 and 2009.068."
2009.071,9/8/2009,11/25/2009,Andreas Gerschwitz;,Add Germany Schleswig-Holstein data,,,,"Added areas 3636, 3643 and 3644, naming system 1027, proj 4648, projCRS 4647, parameter 1024, method 1036, tfms 4649-50."
2009.072,10/2/2009,10/29/2009,Gilles Troispoux; CERTU,Add France Mayotte and St Pierre and Miquelon systems,,,,"Added datums 1036-38, CRSs 4463 and 4465-75 and tfms 4290 and 4476-78. For datums 6632 and 6638 and CRSs 2980, 2987, 4632 and 4638, in remarks added replacement comments."
2009.073,10/2/2009,11/24/2009,OGP,Correct France Guadeloupe and Martinique data,Datum; Coordinate Reference System; Coordinate Operation,6640; 4972-73 4640 2989; 1934 10004-05 15488-92,Ellipsoid should be GRS 1980 rather than WGS 84.,"Deprecated datum 6640, CRSs 4972-73, 4640 and 2989 and transformations 1934, 10004-05 and 15488-92; added replacement datum 1047, CRSs 4556-59 and transformations 4560-67. For datums 6621-22 and 6625 and CRSs 4621-22, 4625, 2969-70 and 2973, in remarks amended cross-referenced code."
2009.074,10/5/2009,11/24/2009,Mikael Rittri; Carmenta AB,Correct authalic sphere formula in GN7-2,,,Formula optionally referenced by equal area spherical projection methods codes 1027 and 9834.,GN7-2 table 1.3 corrected.
2009.075,10/6/2009,10/29/2009,Phil Summerfield; ExxonMobil,Check War Office ellipsoid parameter values,Ellipsoid,7029,,Added remarks.
2009.078,10/6/2009,10/29/2009,Phil Summerfield; ExxonMobil,Error in behaviour of Access database browse transformation form - some duplicates returned,Coordinate Operation,1026 1236 1297 1312 1450 1683 8047,"OGP recognises the problem exists in Access v97 but as v2000 is now the distribution vehicle and this does not exhibit the problem, no remedial action taken.",Advised correspondent. Note added to v7.2 readme file.
2009.081,10/13/2009,10/29/2009,Matt Amos; LINZ,Add New Zealand vertical data,,,,"Added datums 1039-40, CRSs 4440 and 4458, method 1030, transformations 4441-4453 and 4459."
2009.082,10/16/2009,11/12/2009,Phil Summerfield; Exxon Mobil,Provide feedback that change request submission has been successful,,,,Upgraded web site functionallity.
2009.083,10/23/2009,11/24/2009,OGP,Distinguish between application of geocentric transformation methods to different subtypes of geodetic CRS,Coordinate Operation Method; Coordinate Operation,9603 9606-07 9636; 1935-1946 15698,Changes to methods allow for distinction to be made between application to different subtypes of geodetic CRS.,"For methods 9603, 9606, 9607 and 9636, amended name, alias, formula and example. Added methods 1031-35 and 1037-39. Deprecated tfms 1935-1946 and 15698 and added replacements 4590-99."
